coupon_id,coupon_code,coupon_description,discount_type,discount_value,start_date,end_date,minimum_purchase,maximum_discount,usage_limit,usage_count,created_at,updated_at
76588,4PSZ-5M9T,Edge phone sign will join box such test into itself future senior card discuss before up brother.,Fixed Amount,78.33,04/05/2023,12/28/2023,333.13,32.21,167,789,2021-09-05T19:38:50,2020-03-18T14:41:10
76589,PZ2Z-9YN8,Mother husband population to suggest receive feeling spend simply specific range white girl student list.,Fixed Amount,76.18,01/23/2023,03/25/2023,106.04,96.19,747,906,2020-02-09T18:19:20,2021-08-17T06:39:08
76590,WP1N-3R9T,That population garden gun mission degree rise seek glass raise.,Fixed Amount,57.17,04/19/2023,09/17/2023,84.95,81,291,582,2022-11-18T12:28:29,2020-09-04T05:12:49
76591,36I0-TKNU,Game he white model increase test between significant environment think.,Percentage,79.72,02/24/2023,04/22/2023,195.6,83.82,838,384,2020-08-22T09:29:06,2022-11-15T12:10:57
76592,WR6I-LQSM,Speak three every month crime to seem necessary poor over bring hospital shake effort table continue mission clearly.,Percentage,54.84,06/13/2023,10/21/2023,385.03,36.62,949,775,2023-06-03T04:06:21,2021-01-25T23:50:10
76593,3BJV-WZ9M,Executive practice including president world cut staff it them drug explain seem hard store.,Percentage,56.16,09/29/2022,10/29/2022,330.86,27.61,451,42,2020-03-19T20:35:32,2021-12-05T19:17:07
76594,1MVI-CXJ4,Responsibility new degree activity hotel enter unit allow end interview.,Percentage,72.99,08/13/2022,07/16/2023,448.72,31.67,286,442,2020-04-21T01:10:14,2022-10-01T03:27:18
76595,3W8I-G6UB,Forward population know customer opportunity but already include technology need body laugh.,Percentage,90.69,12/16/2022,05/25/2023,341.21,87.29,186,167,2023-01-26T12:41:56,2020-10-20T01:46:48
76596,NK0D-MOSD,Think quickly town remember six more stuff sport performance mean knowledge memory their course former possible individual stop way.,Percentage,50.07,11/29/2022,03/16/2023,486.99,77.74,937,850,2022-03-01T06:34:09,2021-09-24T00:15:48
76597,TJ8B-00XB,Your actually sing short everything early happen somebody message table away season at early star.,Fixed Amount,10.92,12/17/2022,03/26/2023,439.33,97.56,835,535,2020-03-22T04:30:06,2022-09-20T04:20:52
76598,NN5F-4IT0,Create white ever community force door offer guy threat.,Percentage,76.97,10/06/2022,07/09/2023,384.64,16.41,600,371,2020-02-01T23:04:22,2021-02-08T22:08:03
76599,Q74X-RY6P,Nature firm him education avoid car hair figure first better change get program.,Fixed Amount,33.52,04/25/2023,10/01/2023,187.88,45.74,836,232,2021-08-29T17:36:05,2021-05-20T13:49:30
76600,B6UU-TNLQ,Determine style policy condition conference message pass kind technology traditional growth describe choose may middle less run mean.,Percentage,73.07,03/03/2023,05/14/2023,48.61,34.02,271,209,2022-01-06T16:48:48,2023-02-12T16:29:35
76601,F8XU-9HZB,Occur daughter million throughout less itself history theory adult make pressure figure.,Fixed Amount,48.34,06/08/2023,02/21/2024,454.33,43.9,388,762,2023-01-29T04:03:16,2022-10-20T03:25:47
76602,EEUB-3XJK,Teach remain word none bad whether full between field my day clearly.,Percentage,25.25,06/30/2023,09/20/2023,224.62,47.85,583,722,2020-10-22T09:06:11,2022-11-25T23:48:55
76603,B9B0-H48X,Under practice amount until top voice water situation black purpose step might.,Percentage,67.9,02/22/2023,12/14/2023,282.58,48.53,284,202,2021-04-02T15:40:38,2021-12-19T02:47:56
76604,B94J-ZLZY,News wish where seat election many political with around above song stock.,Fixed Amount,61.63,11/09/2022,10/21/2023,437.89,11.12,810,447,2021-03-14T15:04:07,2021-04-22T14:10:21
76605,S5EZ-7GVC,Machine material situation there social across feeling day level perform couple type perform.,Percentage,62.97,05/06/2023,06/05/2023,229.14,83.92,742,470,2021-02-07T11:10:19,2022-08-07T23:02:58
76606,1S4T-JAIO,Answer every wait today professional spring soon security offer state follow note just the lawyer physical administration.,Fixed Amount,73.96,02/19/2023,07/28/2023,199.02,44.06,23,517,2021-08-06T04:08:44,2022-02-18T10:53:14
76607,QIWK-4DNL,Case difference approach rest leg the plan television free listen mother draw hope task watch.,Percentage,23.39,12/14/2022,01/19/2023,119.37,98.08,885,95,2022-09-24T15:28:16,2020-04-02T17:17:27
76608,2TVE-9FWK,Gun though decide early reduce land already goal probably believe smile may data rock pass us.,Percentage,14.09,03/30/2023,09/11/2023,268.61,97.15,760,366,2020-01-25T06:43:31,2023-01-25T04:00:39
76609,OB6M-U0FR,Society open town human act development also wind anyone case oil himself check network trade blood heavy state.,Fixed Amount,6.6,10/10/2022,02/18/2023,389.79,55.8,656,42,2023-04-09T06:41:42,2021-05-07T23:40:02
76610,8PFH-G0JU,Policy interest personal do moment lose manage main race leave rest rate.,Percentage,37.98,07/06/2023,04/19/2024,10.2,35.86,236,979,2021-12-02T00:58:10,2020-02-01T06:58:15
76611,53V0-TGZY,Poor surface meet than box story society treatment answer keep now opportunity keep poor no much difficult car entire.,Percentage,39.25,06/25/2023,08/24/2023,222.75,5.94,14,25,2020-11-12T07:09:16,2021-05-18T19:22:00
76612,F0C8-IOOU,Man black thing billion determine before drop action city between animal article.,Fixed Amount,80.64,07/13/2023,03/13/2024,473.38,23.07,46,143,2022-02-28T00:47:32,2021-07-20T14:29:18
76613,GCT2-WLGE,Film research world light evening reason attention general attack red.,Fixed Amount,42.96,05/24/2023,07/03/2023,92.23,76.96,358,173,2021-02-10T21:59:32,2020-02-17T12:28:32
76614,RDST-GNC4,Painting agree because police hour knowledge movement step low scene ok professor theory success maintain.,Fixed Amount,20.09,08/16/2022,11/08/2022,48.35,92.01,57,9,2021-11-28T14:26:37,2020-08-30T03:39:51
76615,GREM-YSPB,School house with your even bag boy rest various pick music player artist by especially president lay support town.,Fixed Amount,15.15,01/03/2023,11/02/2023,268.53,27.1,773,882,2020-05-20T03:46:47,2022-06-04T14:57:16
76616,SNE1-5TY8,Begin expect where door dream newspaper message position ahead factor how have maybe.,Percentage,91.96,08/31/2022,10/12/2022,355.17,45.94,768,564,2022-06-10T04:56:19,2020-03-28T22:57:41
76617,QJDG-NYW2,Value difficult stop happen specific marriage base good five whose away difficult by know them soldier.,Fixed Amount,90.25,03/29/2023,05/20/2023,116.48,90.99,803,460,2020-04-01T18:42:30,2021-02-03T07:07:04
76618,L0PX-PBTY,Floor professional pick down full then program hot else those low PM environment good eight and project bed.,Percentage,77.92,05/20/2023,02/23/2024,98.71,84.4,822,890,2020-09-04T05:29:21,2021-09-23T07:19:35
76619,F7NP-TPR0,Question citizen choice for so defense civil age day agent rest hundred president into either white college including half.,Fixed Amount,52.43,02/21/2023,11/27/2023,412.28,70.85,311,28,2020-10-11T21:46:06,2023-06-14T07:52:30
76620,NQ3O-JMZA,Scene mind central stop what attention data student too both drop.,Percentage,69.41,08/11/2022,07/01/2023,91.12,55.47,344,889,2021-06-14T09:40:01,2022-05-01T06:48:27
76621,A86F-RX6Z,Out such each see science world crime always herself rest player economic strong.,Percentage,73.33,03/21/2023,12/22/2023,18.52,20.97,905,454,2020-03-22T17:18:32,2020-07-27T00:15:20
76622,C4TE-5HDH,Pm thousand write character experience catch difference factor far end yet woman civil among development maintain kitchen mother pay theory.,Fixed Amount,58.2,09/24/2022,10/23/2022,347.74,9.68,313,182,2023-04-14T18:04:08,2022-11-19T04:55:13
76623,KA9B-QZEJ,Parent model five every might next message degree source magazine find actually between.,Fixed Amount,98.53,12/21/2022,06/19/2023,230.76,97.61,411,747,2020-03-30T08:34:30,2020-05-10T08:14:14
76624,NLNV-XN8B,Camera case question year together special ever radio project think mission specific young people.,Fixed Amount,18.45,09/06/2022,07/11/2023,199.38,11.23,790,474,2021-05-23T08:27:48,2022-02-01T06:52:18
76625,X35R-AVIM,Decide his growth throughout research design anything support discussion this all apply likely dinner listen easy cause factor.,Fixed Amount,92.64,12/09/2022,02/14/2023,301.13,70.19,217,346,2021-07-14T01:57:23,2021-11-21T23:46:52
76626,G51T-Z9VG,Social same knowledge make nice write teach race difficult cut the manage prepare industry agreement buy society everyone single.,Fixed Amount,34.94,11/10/2022,04/28/2023,139.54,77.76,107,22,2021-03-28T11:53:53,2022-02-12T21:42:04
76627,0OS5-XO20,Play television education in specific hotel season often close notice store back.,Percentage,22.98,06/11/2023,01/11/2024,399.55,68.44,177,333,2020-10-21T18:19:54,2020-05-03T21:50:35
76628,E16D-VMFD,Attack walk training take require building indicate industry too consider.,Percentage,31.22,02/15/2023,05/19/2023,211.62,24.77,709,702,2021-03-03T05:23:16,2021-11-14T14:56:53
76629,TK1G-7SKN,International figure common certainly their station list happy affect finally hour paper among science center skill fund view Mr.,Percentage,56.67,06/22/2023,04/23/2024,76.74,88.21,230,612,2020-01-24T01:11:42,2020-09-03T03:28:00
76630,512C-VI75,White us anything step Mrs gas world talk three two nation save deal article.,Percentage,68.26,09/03/2022,08/23/2023,491.93,99.23,446,397,2020-09-24T17:27:17,2022-04-14T03:32:18
76631,K7FE-5CU4,Minute follow area wide career wonder this plant popular.,Percentage,65.91,08/15/2022,03/28/2023,257.6,35.84,749,817,2022-06-23T23:59:20,2023-04-06T13:20:51
76632,AJV9-G5IW,Play which boy stage economy natural might pressure heart tough challenge animal.,Fixed Amount,93.75,04/05/2023,07/23/2023,22.52,20.31,970,626,2023-05-30T07:01:02,2021-03-09T09:14:07
76633,4ZG5-S405,Contain science lay although during might at change film box character put test teacher learn.,Fixed Amount,54.16,03/13/2023,10/14/2023,296.92,89.35,255,62,2023-05-07T11:24:52,2021-03-03T17:39:18
76634,OXFR-XE6C,Rate son should side hard create happen face month price force fight bag condition.,Percentage,26.62,07/18/2023,03/25/2024,264.71,86.84,286,437,2022-07-28T12:15:20,2023-03-15T21:23:23
76635,55TH-B1NX,Enjoy boy fish Mr prevent continue pretty safe visit.,Percentage,78.21,01/19/2023,12/13/2023,494.09,29.21,544,238,2021-05-17T11:07:24,2022-12-11T21:50:23
76636,B6KH-XVER,End pick go current forget factor bit such shake be raise region image act continue institution effort me school.,Fixed Amount,48.28,12/11/2022,01/06/2023,270.84,23.96,15,546,2022-07-14T18:22:41,2022-07-25T03:51:32
76637,OHNE-CTWZ,See remember buy available employee them prove kid fear until cover quickly usually.,Percentage,65.73,05/30/2023,03/02/2024,103.09,42.58,725,662,2021-02-04T09:46:35,2021-07-23T23:05:15
76638,4D8B-F70H,Role why wrong discover statement religious politics far side six wait include explain local matter more likely.,Fixed Amount,43.22,12/12/2022,07/23/2023,19.04,58.58,873,957,2021-01-01T18:56:46,2021-10-04T03:07:03
76639,Q3TU-5QSZ,Our movie discuss work serious respond exist change culture stuff likely campaign religious deal dark.,Percentage,68.11,08/18/2022,03/10/2023,267.81,65.43,162,684,2022-09-28T18:26:00,2021-11-24T05:35:10
76640,D24T-1IZ6,Under billion ok read sure begin ahead matter school group go morning play movie Mrs wish local life research.,Percentage,79.6,12/27/2022,06/24/2023,159.6,85.2,778,35,2021-09-03T10:59:44,2022-02-20T21:46:52
76641,QOT9-6IDL,Trouble sign myself have collection son fund tell rock put into often politics hair office somebody.,Fixed Amount,14.48,02/25/2023,09/10/2023,205.35,44.19,666,235,2021-06-22T14:07:56,2022-01-07T11:37:18
76642,SLCB-SWBY,College apply allow get free work meet statement provide statement nor crime.,Percentage,6.38,11/10/2022,08/26/2023,15.3,26.01,410,707,2023-06-09T10:15:21,2023-04-22T04:57:09
76643,ORWT-HESW,Election book statement at something sit should important group since along dinner true.,Fixed Amount,29.98,05/01/2023,09/18/2023,486.32,50.73,103,610,2021-12-19T06:53:40,2020-11-18T18:14:54
76644,YFKK-SVA0,Day however sign action which personal child itself very forward vote fund car wish case image east PM.,Percentage,78.41,03/02/2023,05/27/2023,362.25,60.89,81,938,2021-04-03T06:49:16,2022-05-15T18:37:11
76645,UC3G-KNF2,Organization range deep control feeling wrong but feel fly billion trouble more money first.,Percentage,87.93,12/08/2022,09/18/2023,33.67,85,521,114,2020-03-06T11:30:54,2021-07-09T11:29:36
76646,JWZT-LOR2,Begin name hard lawyer save home successful activity say significant condition speak night customer race especially less push design.,Fixed Amount,92.69,08/14/2022,09/24/2022,460.58,91.33,907,73,2020-08-28T00:15:15,2021-12-09T08:58:42
76647,579I-4S6N,Body financial according true authority red either account Mrs start instead free agent history program any focus eight.,Percentage,55.71,03/06/2023,04/12/2023,281.12,88.79,880,410,2021-08-05T06:45:56,2020-11-15T13:19:57
76648,E2RO-JMQH,Time eat process step brother season themselves represent newspaper program ready six lead foreign executive public.,Percentage,46.99,01/15/2023,11/27/2023,136.59,71.39,459,813,2021-11-03T23:36:49,2020-05-30T09:04:03
76649,Q5EB-86UW,Camera soon ago loss time house increase attention lead color under wife might.,Percentage,2.55,02/24/2023,07/04/2023,203.77,60.31,728,177,2020-03-03T19:23:28,2020-10-07T21:59:45
76650,J2YJ-DUF6,Production animal drug film apply middle political lose reach couple ball all easy trouble themselves pretty main open position particular.,Fixed Amount,57.05,04/02/2023,04/17/2023,168.63,72.66,409,899,2022-11-24T06:49:32,2020-06-19T09:43:59
76651,41I1-66OC,Realize step industry agreement return campaign compare cultural effect voice history but grow individual defense cell follow these.,Fixed Amount,96.28,10/26/2022,02/06/2023,472.11,10.51,659,398,2023-05-15T13:03:05,2023-03-22T05:29:39
76652,XYXW-WJY0,Believe go human work anyone activity action third add example.,Percentage,33.05,01/05/2023,06/29/2023,78.92,89.27,258,378,2022-06-06T10:39:18,2022-07-25T14:18:49
76653,8S5U-6ICS,Prove vote answer wide cover teacher actually involve since choose color partner sense skin future black wind certain.,Percentage,59.46,10/31/2022,06/02/2023,494.87,56.02,804,320,2021-06-27T09:45:09,2022-11-08T00:05:45
76654,P0BZ-YRXR,Take defense edge per look soldier grow exist join sing space speech establish room star husband against whom eat garden.,Percentage,39.54,02/10/2023,04/07/2023,240.85,40.78,327,353,2021-12-25T06:20:16,2022-08-15T22:14:09
76655,T028-7UD0,Open speak rise production someone mission sign rock case population then buy.,Fixed Amount,77.1,04/28/2023,02/09/2024,25.22,28.26,758,955,2020-12-07T00:59:59,2020-12-14T15:22:40
76656,LOOY-48N6,Finish response statement debate now agree top choose point degree.,Fixed Amount,45.66,01/31/2023,05/14/2023,180.93,31.71,813,479,2020-09-12T08:30:12,2021-09-14T21:35:20
76657,SO7U-IFYI,Gas knowledge leave hard other lead box actually partner three institution bank series thing take task hotel.,Percentage,56.43,08/28/2022,09/05/2022,467.95,8.12,735,414,2020-06-06T13:32:40,2023-03-20T06:30:36
76658,LFVS-VMQI,Speech stuff indeed discover role later accept example air treatment husband gas performance media follow everything my full.,Fixed Amount,29.34,06/27/2023,11/07/2023,383.55,45.54,55,728,2020-11-10T02:12:59,2020-08-03T01:32:26
76659,VAHW-6RI8,Inside management continue beat occur chance organization anything try near charge star stage.,Percentage,73.21,10/12/2022,05/25/2023,197,40.61,941,936,2021-05-04T23:23:01,2021-07-11T10:38:52
76660,9JO0-89GI,Military go interest rule individual receive close number raise car stop citizen artist need official rest.,Percentage,89.1,03/30/2023,05/05/2023,23.92,35.37,996,405,2020-04-24T10:46:05,2022-10-31T14:57:00
76661,JRQJ-ZGDB,Nothing power if off though fact cell business adult lawyer easy prove.,Fixed Amount,5.3,03/28/2023,11/03/2023,276.22,16.84,374,284,2022-12-07T23:08:04,2020-08-18T07:01:19
76662,X4EZ-QZP9,Know raise summer ready guy kitchen bar care group surface ahead guy somebody rate present miss nearly image.,Percentage,81.75,03/05/2023,10/10/2023,465.32,50.96,10,544,2022-06-01T03:02:57,2020-10-27T15:22:36
76663,1W0N-0SAB,Officer environmental red include society better from history including bill possible hour suggest without his article community message.,Percentage,87.26,09/23/2022,10/29/2022,344.6,45.29,180,957,2021-05-10T05:29:58,2022-02-06T23:24:47
